FIRE_NAME,FIRE_SIZE,STATE,FIRE_YEAR,STAT_CAUSE_DESCR
MYSTERY,120.0,MD,2004,Miscellaneous
PINEY ISLAND,1040.0,MD,2004,Arson
WILLEY'S NECK,530.0,MD,2004,Arson
PRESIDENT,630.0,MD,2004,Miscellaneous
FB-U1,1000.0,MD,2004,Miscellaneous
FISH WF,1149.0,MN,2004,Miscellaneous
LOUISBURG GRADE,57.0,MN,2004,Arson
SELLIN,354.0,MN,2004,Lightning
PLOVER WPA AGASSIZ 13,230.0,MN,2004,Miscellaneous
DONNELLY,100.0,MN,2004,Miscellaneous
TIGER FIRE,53.0,MN,2004,Equipment Use
RICE-SKUNK,350.0,MN,2004,Arson
KENT,507.0,MN,2004,Miscellaneous
READ 04,80.0,MN,2004,Miscellaneous
ABC FIRE,130.0,MN,2004,Debris Burning
LILLY,40.0,MN,2004,Debris Burning
WOLF,60.0,MN,2004,Miscellaneous
EAGAN,1000.0,MN,2004,Campfire
INDIAN,88.0,MN,2004,Arson
BOOT LAKE,152.0,MN,2004,Miscellaneous
HERON 4,138.0,MS,2004,Arson
BRATTEN COULEE,586.0,MT,2004,Lightning
RIED (ASSIST 1),54.9,MT,2004,Lightning
CROOKED CREEK,100.0,MT,2004,Lightning
MASHOES ROAD FIRE,240.0,NC,2004,Miscellaneous
WISHES HAMMOCK CREEK FIRE,56.0,NC,2004,Arson
MOCCASIN CREEK FIRE,84.0,NC,2004,Miscellaneous
GOOSE POND,36.0,NC,2004,Miscellaneous
WALLACE,124.0,ND,2004,Lightning
STINKEOWAY,132.0,ND,2004,Debris Burning
WENGELER,75.0,ND,2004,Miscellaneous
AMOTH,136.0,ND,2004,Arson
DEAD GULL,40.5,ND,2004,Lightning
PWK,180.0,ND,2004,Miscellaneous
ARDISSONSO,75.0,NE,2004,Lightning
DUMP,300.0,NE,2004,Debris Burning
RAHM,791.0,NE,2004,Equipment Use
WILLOW LAKE,248.0,NE,2004,Debris Burning
VINEYARD FIRE,85.7,NE,2004,Miscellaneous
LONGSTREET,1670.0,NV,2004,Lightning
COYOTE SPRINGS,1054.0,NV,2004,Lightning
SOUTH WHITE HILL,570.0,OK,2004,Debris Burning
DODDASST,40.0,OK,2004,Miscellaneous
QUANAHESCAPE,441.0,OK,2004,Debris Burning
EASON,124.0,OK,2004,Debris Burning
FTSILL9/7,2000.0,OK,2004,Miscellaneous
RAM DITCH,300.0,OR,2004,Lightning
PETER FRENCH,500.0,OR,2004,Equipment Use
RESACA,50.0,PR,2004,Miscellaneous
BULL DOG,720.0,SC,2004,Debris Burning
SWANSON WF 04,65.0,SD,2004,Debris Burning
HAUSAUER,90.0,SD,2004,Debris Burning
HOFFMAN,136.0,SD,2004,Miscellaneous
04 EINSPAHAR,100.0,SD,2004,Equipment Use
BAHIA GRANDE,75.0,TX,2004,Debris Burning
UNIT 2 N OF VASTAR WF,1503.9,TX,2004,Lightning
WEST BOUNDARY WF,65.5,TX,2004,Miscellaneous
UNIT 1 WF,5150.0,TX,2004,Miscellaneous
WISDOM,218.0,TX,2004,Debris Burning
EAST PALO ALTO,100.0,TX,2004,Arson
FOUR MILE,36.0,TX,2004,Miscellaneous
COTTAM,75.0,TX,2004,Arson
SABAL PALMS N,120.0,TX,2004,Miscellaneous
LOS EBANOS,40.0,TX,2004,Equipment Use
LEXI,50.0,TX,2004,Debris Burning
RANCHITO,41.0,TX,2004,Debris Burning
KING,300.0,TX,2004,Debris Burning
LAS ROMAS,850.0,TX,2004,Arson
AEP,40.0,TX,2004,Arson
EL PINTO,150.0,TX,2004,Debris Burning
SOUTH SCOTT,70.0,TX,2004,Arson
SANCHEZ,41.0,TX,2004,Miscellaneous
ACAPULCO,40.0,TX,2004,Miscellaneous
STUDIO,100.0,TX,2004,Debris Burning
SAN ISIDRO,1000.0,TX,2004,Debris Burning
TEXAN,50.0,TX,2004,Debris Burning
803 FIRE,50.0,TX,2004,Arson
MOOREFIELD,103.0,TX,2004,Arson
CODE 2,50.0,TX,2004,Debris Burning
DESPERADO,60.0,TX,2004,Debris Burning
LA ROSITA,120.0,TX,2004,Debris Burning
AGUA VERDE,87.0,TX,2004,Debris Burning
ROMAN 1,450.0,TX,2004,Arson
490,150.0,TX,2004,Debris Burning
LA MORITA,291.0,TX,2004,Miscellaneous
649,87.7,TX,2004,Arson
ROMAN 2,750.0,TX,2004,Arson
PORT MANSFIELD,50.0,TX,2004,Smoking
CHILE,150.0,TX,2004,Debris Burning
TX POINT SE WF 2,44.0,TX,2004,Lightning
WYASKET,60.6,UT,2004,Debris Burning
CORAPEAKE ROAD,198.0,VA,2004,Lightning
117 ROAD,50.0,WA,2004,Miscellaneous
416 IRISH CHANNEL WFU,925.0,AK,2005,Lightning
450 FOX CREEK WFU,26300.0,AK,2005,Lightning
ISLAND LAKE,1300.0,AK,2005,Lightning
DITCH 13,123.5,AR,2005,Arson
GROWLER,200.0,AZ,2005,Miscellaneous
CAMINO,1025.0,AZ,2005,Miscellaneous
GROWLER PEAK,7500.0,AZ,2005,Miscellaneous
TWIN LAKES,143.0,AZ,2005,Miscellaneous
SILVER CREEK,200.0,AZ,2005,Lightning
MARSH,206.0,AZ,2005,Lightning
KING VALLEY,26000.0,AZ,2005,Miscellaneous
MIDDLE,60.0,CA,2005,Miscellaneous
DOS AMIGOS,1232.0,CA,2005,Equipment Use
TOWNSHIP,50.4,OR,2005,Miscellaneous
KLAMATH HILLS,662.0,OR,2005,Debris Burning
I-5,3200.0,CA,2005,Miscellaneous
CHAMBERLIN,100.0,CA,2005,Equipment Use
APLAUGH,299.0,CA,2005,Miscellaneous
WILSON,100.0,CA,2005,Miscellaneous
BORDER #31,160.0,CA,2005,Miscellaneous
BORDER 44,150.0,CA,2005,Miscellaneous
BORDER,200.0,CA,2005,Miscellaneous
SKY,200.0,CA,2005,Miscellaneous
COBIA,610.0,FL,2005,Lightning
HARRY'S CREEK,174.0,FL,2005,Lightning
BUZZ,200.0,FL,2005,Miscellaneous
DISP 15,63.0,FL,2005,Debris Burning
COMP 26,98.7,GA,2005,Miscellaneous
KOSZTA BOAT RAMP 2,92.0,IA,2005,Arson
ACE AUTO 2,86.0,IA,2005,Miscellaneous
BALD EAGLE,73.0,IL,2005,Miscellaneous
HARLOW ISLAND,225.0,IL,2005,Lightning
SNAKEBOY,102.0,KS,2005,Debris Burning
BLACKBIRD SE,117.0,KS,2005,Debris Burning
RATTRAP,378.0,KS,2005,Debris Burning
18TH RD,160.0,KS,2005,Debris Burning
DOG TOWN SOUTH,289.0,KS,2005,Debris Burning
NETHERLAND,1300.0,KS,2005,Smoking
DEWORTH,80.0,KS,2005,Debris Burning
KEENAN,90.0,KS,2005,Debris Burning
IDLEWILD,125.0,KY,2005,Miscellaneous
GLOCKNER FIRE,137.0,LA,2005,Lightning
LEFT JAB,263.0,LA,2005,Arson
RIGHT HOOK,259.0,LA,2005,Arson
I DONT CARE,279.0,LA,2005,Miscellaneous
EASTCOVE-05-3,474.0,LA,2005,Lightning
EC UNIT 5-05 FIRE,185.0,LA,2005,Lightning
EAST COVE 05-02,133.0,LA,2005,Lightning
UNIT G1-05-P,136.0,LA,2005,Arson
G3-05-WF,2504.0,LA,2005,Debris Burning
LACASSINEPRIVATE-02,80.0,LA,2005,Lightning
LACASSINE PRIVATE-01,100.0,LA,2005,Arson
UNIT 05-1-1P,250.0,LA,2005,Lightning
UNIT 3-05 PRIVATE1,564.0,LA,2005,Lightning
GREY'S ESTATE,74.0,LA,2005,Lightning
UNIT 1-05-3,2824.0,LA,2005,Lightning
8/23/2005-3 FIRE,67.0,LA,2005,Lightning
GREY ESTATE-2,3039.0,LA,2005,Miscellaneous
UNTI 5-01-05,642.0,LA,2005,Arson
UNIT 1-05-1,391.0,LA,2005,Lightning
UNIT 4-05-01,12154.0,LA,2005,Lightning
UNIT 4-05-02,80.0,LA,2005,Lightning
MOSQUITO DITCH,400.0,MD,2005,Arson
MILLSBORO FIRE,160.0,DE,2005,Miscellaneous
FB-R1,600.0,MD,2005,Arson
FB-P1,370.0,MD,2005,Arson
BIG STONE WPA,92.1,MN,2005,Miscellaneous
WAUMBACH,1800.0,MN,2005,Debris Burning
PINEY POINT FIRE,211.0,MS,2005,Lightning
HOLT-GREER ROAD,265.0,MS,2005,Miscellaneous
DAHOMEY WILDFIRE AUG 16 2005,75.0,MS,2005,Debris Burning
NORTH UNIT 1,240.0,MT,2005,Debris Burning
DRUMBO RAILROAD,236.0,MT,2005,Equipment Use
MCARTHUR,928.0,MT,2005,Lightning
HEARTLAND,6689.0,MT,2005,Lightning
NYQUIL,542.0,MT,2005,Lightning
SHORE,250.0,MT,2005,Lightning
SHEEP,6778.0,MT,2005,Lightning
BRANDON COULEE,1930.0,MT,2005,Lightning
MEMORIAL DAY EVE FIRE,177.0,NC,2005,Lightning
OAK POND DITCH,75.0,NC,2005,Miscellaneous
DETROBRIAND WMA,200.0,ND,2005,Miscellaneous
WEAVER,160.0,ND,2005,Arson
NATIVE PRAIRIE,111.0,ND,2005,Arson
PUNG,117.0,ND,2005,Miscellaneous
KIMBALL BOTTOMS FIRE,1280.0,ND,2005,Arson
CLEAR LAKE,6500.0,ND,2005,Miscellaneous
FRENIER,150.0,ND,2005,Debris Burning
ALICE WPA,76.0,ND,2005,Arson
REAL,119.0,NE,2005,Debris Burning
MEADOWS,311.0,NV,2005,Miscellaneous
ASH,80.0,NV,2005,Miscellaneous
QUAIL SPRINGS,320.0,NV,2005,Lightning
SHEEP,900.0,NV,2005,Lightning
VEGAS,4300.0,NV,2005,Lightning
GASS SPRINGS,210.0,NV,2005,Lightning
LAMB,6607.0,NV,2005,Lightning
WAMP,2000.0,NV,2005,Lightning
COYOTE,2468.0,NV,2005,Lightning
GASS,22000.0,NV,2005,Lightning
CROTTY,120.0,OK,2005,Arson
COALTON,3500.0,OK,2005,Miscellaneous
DONEGHY,770.0,OK,2005,Miscellaneous
SANDERS,80.0,OK,2005,Arson
BOSS,70.0,OK,2005,Arson
DRY HOLE #2,51.0,OK,2005,Arson
MILL CREEK,3000.0,OK,2005,Miscellaneous
ENGINEER POND,420.5,OK,2005,Miscellaneous
KIMBALL,168.0,OK,2005,Arson
EASON SMOKE REPORT,100.0,OK,2005,Debris Burning
HAPPY HOLLOW,338.0,OK,2005,Miscellaneous
FLOOK LAKE,387.6,OR,2005,Lightning
ROAD 305,1300.0,PR,2005,Arson
HAY,151.0,PR,2005,Miscellaneous
CARLOS FIRE,75.0,PR,2005,Arson
MUCHO FUEGO,62.2,PR,2005,Arson
FRANCISO FARM,220.0,PR,2005,Arson
CULEBRA#1,75.0,PR,2005,Arson
CULEBRA#4,65.0,PR,2005,Arson
CABO CRAZY,70.0,PR,2005,Miscellaneous
HILL TOP,69.0,PR,2005,Miscellaneous
POOL F FIRE,65.0,SC,2005,Lightning
WF LONE TREE BAYOU,310.0,TX,2005,Lightning
WF ELM BAYOU,88.0,TX,2005,Lightning
WF GATORMARSH EAST,1034.0,TX,2005,Miscellaneous
WF YELLOW RAIL PRAIRIE,1399.5,TX,2005,Miscellaneous
WF GENE CAMPBELL ASSIST,332.6,TX,2005,Campfire
WF RESEVOIR,116.0,TX,2005,Debris Burning
MI PANTHER POINT,1039.0,TX,2005,Lightning
WHITMIRE WILDFIRE,192.0,TX,2005,Debris Burning
BUFFALO_LAKE_1,625.0,TX,2005,Smoking
INTERCOASTAL HIDEAWAY,88.0,TX,2005,Lightning
SALT LAKE,640.0,TX,2005,Lightning
BLUESTEM EAST,633.0,TX,2005,Lightning
CHOCOLATE BAYOU,62.0,TX,2005,Lightning
ISLAND 2,398.0,TX,2005,Arson
WF WHITES FEE,4145.0,TX,2005,Lightning
WF WHITES EASEMENT,1145.0,TX,2005,Lightning
WF UNIT 4A BRIDGE,223.0,TX,2005,Miscellaneous
WF UNIT 11 2005,350.0,TX,2005,Campfire
WF UNIT 6,3500.0,TX,2005,Lightning
WF 10-11,4000.0,TX,2005,Miscellaneous
WF RITA,2094.0,TX,2005,Miscellaneous
WF SEA RIM EAST,350.0,TX,2005,Miscellaneous
WF NORTH UNIT,253.0,TX,2005,Miscellaneous
EVE,300.0,TX,2005,Debris Burning
EMBASSY RD,55.0,TX,2005,Debris Burning
LOS NEGROS CREEK,51.0,TX,2005,Debris Burning
FM 649,225.0,TX,2005,Debris Burning
SOUTH MILITARY,75.0,TX,2005,Equipment Use
OTHA HOLLAND OUT,54.0,TX,2005,Arson
BAHIA 1,87.0,TX,2005,Debris Burning
EL PINTO 7,285.0,TX,2005,Miscellaneous
VALADECES,71.0,TX,2005,Arson
MILITARY,100.0,TX,2005,Debris Burning
RIVER'S END COMPLEX,531.0,TX,2005,Lightning
COW TRAP,481.0,TX,2005,Lightning
FM 2294,250.0,TX,2005,Debris Burning
5 M LINE,82.0,TX,2005,Debris Burning
2360 NORTH,70.0,TX,2005,Debris Burning
GILES RD,75.0,TX,2005,Debris Burning
BORREGO,950.0,TX,2005,Debris Burning
MARS,200.0,TX,2005,Arson
7 MILE LINE,175.0,TX,2005,Debris Burning
DETENTION,60.0,TX,2005,Debris Burning
ELSA,125.0,TX,2005,Debris Burning
SAN BLAS,70.0,TX,2005,Equipment Use
2686,2950.0,TX,2005,Debris Burning
HEBBRONVILLE 649,120.0,TX,2005,Miscellaneous
YZAGUIRRE,2200.0,TX,2005,Arson
MILLER,189.0,TX,2005,Miscellaneous
AGUA NUEVA,141.0,TX,2005,Equipment Use
WF WEST UNIT 1,660.0,TX,2005,Lightning
WF NORTH EAST UNIT 1,578.0,TX,2005,Lightning
MCLANE,6851.0,WA,2005,Debris Burning
HAMMER,1200.0,WA,2005,Arson
WEATHER STATION,4917.0,WA,2005,Miscellaneous
DNR CLARK'S DITCH,280.0,WI,2005,Debris Burning
CHESTER SCHOOL WF,150.0,WI,2005,Miscellaneous
F-5 MID CANFIELD,112.0,WI,2005,Miscellaneous
GAME UNLIMITED,260.0,WI,2005,Debris Burning
INNOKO RIVER,230.0,AK,2006,Lightning
HADWEENZIC 1,77.0,AK,2006,Lightning
CAHABA HILLS,160.0,AL,2006,Miscellaneous
SEMI,350.0,AZ,2006,Equipment Use
WALTERS,730.0,AZ,2006,Lightning
CIBOLA,4600.0,AZ,2006,Lightning
HOPE,431.0,AZ,2006,Campfire
WILDLIFE (LKR-549),158.1,CA,2006,Lightning
CARMELLIA/SWIFT,150.0,CA,2006,Equipment Use
GOLF,800.0,CA,2006,Miscellaneous
ROCKY FLATS,992.0,CO,2006,Miscellaneous
SECTION 32 FIRE,98.5,CO,2006,Lightning
SPORTS PARK,896.0,FL,2006,Miscellaneous
OLD POLEBARN,410.0,FL,2006,Lightning
DOF385,300.0,FL,2006,Lightning
DOF388,1400.0,FL,2006,Lightning
THE BANDIT FIRE,120.0,FL,2006,Miscellaneous
TWENTY MILE DEUCE,1355.0,FL,2006,Lightning
L-7 CANAL,448.0,FL,2006,Lightning
SCHNEIDER EXPRESS,210.0,FL,2006,Miscellaneous
CHICKEN LITTLE,70.0,FL,2006,Miscellaneous
PACE'S LANDING,97.0,FL,2006,Lightning
FOX LAKE,1142.0,FL,2006,Miscellaneous
EUREKA PALM,5304.0,FL,2006,Arson
TOSOHATCHEE,832.0,FL,2006,Miscellaneous
BLACKBEARDS REVENGE,120.0,GA,2006,Lightning
FLORA HAMMOCK FIRE,105.0,GA,2006,Lightning
SCHOTT WILDFIRE,360.0,IA,2006,Miscellaneous
STRAWHACKER,150.0,IA,2006,Miscellaneous
INDIAN SLOUGH,100.0,IA,2006,Miscellaneous
CCLIGHTNING,105.0,ID,2006,Lightning
JACOBS CREEK,249.0,KS,2006,Arson
REIMER,90.0,KS,2006,Arson
KENNEDY CRK EAST,160.0,KS,2006,Debris Burning
EAST OF LEBO CREEK,225.0,KS,2006,Debris Burning
BLUEGILL,126.0,KS,2006,Debris Burning
FIRST FIDDLE,147.0,KS,2006,Miscellaneous
STERLING RD,1100.0,KS,2006,Debris Burning
RICKWOOD,164.0,LA,2006,Miscellaneous
BOY SCOUT,373.0,LA,2006,Debris Burning
TIRPITZ FIRE,108.0,LA,2006,Arson
HUPPO ROAD,130.0,MS,2006,Debris Burning
UNIT I,1100.0,LA,2006,Arson
LACASSINE POOL 2,92.0,LA,2006,Arson
LACASSINE POOL 06,200.0,LA,2006,Arson
RITA FIRE,481.0,LA,2006,Lightning
BLACK,66.7,LA,2006,Lightning
ZENGARLING,115.0,MS,2006,Arson
MOLLICY WARREN,1806.0,LA,2006,Miscellaneous
WASN'T ME,72.0,MD,2006,Arson
MEEKINS CREEK,200.0,MD,2006,Debris Burning
AFTERNOON FIRE,170.0,MD,2006,Debris Burning
DECOURSEY BRIDGE,100.0,MD,2006,Debris Burning
LOST COMMUNICATIONS,158.0,MD,2006,Arson
THOROFARE 1,439.0,MD,2006,Arson
PINEY ISLAND,651.0,MD,2006,Arson
BECKERS ISLAND,1596.0,MD,2006,Arson
AXIES ISLAND,222.0,MD,2006,Arson
PARSON'S CREEK,80.0,MD,2006,Arson
ROBBINS LANDING,300.0,MD,2006,Arson
CENTERVILLE FIRE,770.0,ME,2006,Equipment Use
DITCH 1 EAST BOUNDARY,229.0,MN,2006,Miscellaneous
SHACK,200.0,MN,2006,Miscellaneous
DOWNING,950.0,MN,2006,Miscellaneous
PARKERS PRAIRIE FIRE,326.0,MN,2006,Campfire
GLACIAL RIDGE 1,80.0,MN,2006,Miscellaneous
HENDERSON ASSIST,75.0,MN,2006,Miscellaneous
GLENDERADO,100.0,MN,2006,Miscellaneous
NATURE TRAIL WILDFIRE,100.0,MO,2006,Miscellaneous
NORTH WET MEADOW FIRE,76.0,MO,2006,Lightning
BAYOU CUMBEST,82.0,MS,2006,Arson
SARRACENIA 1 FIRE,80.0,MS,2006,Miscellaneous
GRAND BATURE #2,93.0,MS,2006,Miscellaneous
LILY ORCHARD,140.0,MS,2006,Arson
OLD STAGE 2,88.2,MS,2006,Arson
FIRETOWER BUFFER,85.0,MS,2006,Equipment Use
STOTTLER,129.0,MS,2006,Miscellaneous
VALLEY CO. ASSIST 2,100.0,MT,2006,Lightning
MORGAN,160.0,MT,2006,Lightning
KREIDER,136.0,MT,2006,Smoking
FLAT TIRE,18585.0,MT,2006,Lightning
MIDDLE EIGHT RIDGE,140.0,MT,2006,Lightning
UL BEND,2400.0,MT,2006,Lightning
SOUTH LAKE,255.0,MT,2006,Lightning
CLARK,91.0,MT,2006,Lightning
SNOWSHOE,450.0,MT,2006,Miscellaneous
NAVY CENTER,299.0,NC,2006,Equipment Use
LONG SHOAL WF,185.0,NC,2006,Lightning
RIVERDALE WOODS/DOWNSTREAM,1764.0,ND,2006,Debris Burning
BREAKEY WF,184.9,ND,2006,Debris Burning
MARTINSON WPA,121.0,ND,2006,Arson
WENGELER WF,126.5,ND,2006,Debris Burning
AMOTH WEST,141.8,ND,2006,Arson
AMOTH EAST,217.3,ND,2006,Arson
MARTINSON II,80.8,ND,2006,Arson
REGISTER,99.0,ND,2006,Debris Burning
HAY PRAIRIE,480.0,ND,2006,Arson
BROWN WF,1303.0,ND,2006,Arson
CAREFUL,88.0,ND,2006,Miscellaneous
FOUR AM FIRE,92.0,ND,2006,Lightning
FULLER'S LAKE 06,927.0,ND,2006,Debris Burning
FIESTERMEN,600.0,NE,2006,Lightning
VALENTINE,3100.0,NE,2006,Miscellaneous
MACON NORTHEAST,203.0,NE,2006,Debris Burning
LONE TREE,124.0,NE,2006,Lightning
MARCIAL,4818.0,NM,2006,Miscellaneous
WARM SPRINGS,100.0,NV,2006,Lightning
BUTTERNUT,2683.0,OK,2006,Debris Burning
HUMPHREY,227.0,OK,2006,Arson
BOSS,113.0,OK,2006,Debris Burning
DONEGHY WEST,156.0,OK,2006,Debris Burning
BERRY HILL,88.0,OK,2006,Debris Burning
COPPERHEAD DEN,4370.0,OK,2006,Miscellaneous
TELLER MOUNTAIN,300.0,OK,2006,Miscellaneous
I - LIGHTING,415.0,OK,2006,Lightning
LESTER,75.0,OK,2006,Equipment Use
BUSSEY,130.0,OK,2006,Miscellaneous
ENGINEER POND,76.0,OK,2006,Arson
FORT-SILL M1N1,1075.0,OK,2006,Arson
GRAND DADDY,1535.0,OR,2006,Arson
CRATOR 2,2054.0,OR,2006,Lightning
KRUMBO CR,190.0,OR,2006,Arson
ONION,150.0,NV,2006,Lightning
NEW HOLLAND,191.0,SD,2006,Debris Burning
WF GATORMARSH WEST,133.7,TX,2006,Miscellaneous
BFL-01-06,400.0,TX,2006,Debris Burning
CHRISTMAS MARSH,95.0,TX,2006,Lightning
G-21 WF,335.0,TX,2006,Equipment Use
STRINGO FIRE,350.0,TX,2006,Lightning
WF WEST OF MIDDLETON LEVEE,214.2,TX,2006,Miscellaneous
WF UNIT 9/06 WF,1006.0,TX,2006,Lightning
IKE,75.0,TX,2006,Debris Burning
BOCA CHICA SOUTH,240.0,TX,2006,Arson
BOCA CHICA NORTH,210.0,TX,2006,Arson
ISIDRO,800.0,TX,2006,Smoking
YTURRIA RANCH COMPLEX,150.0,TX,2006,Equipment Use
LA MORITA,1300.0,TX,2006,Miscellaneous
LA HOMA 5,100.0,TX,2006,Arson
NO SEAT,100.0,TX,2006,Miscellaneous
CONOCO PHILLIPS,150.0,TX,2006,Miscellaneous
JAVALINA,150.0,TX,2006,Miscellaneous
WF TEXAS POINT,526.0,TX,2006,Lightning
WF TEXAS POINT WHITE AND NERDY,470.0,TX,2006,Miscellaneous
WEST DRUMMOND,535.0,VA,2006,Lightning
RED ROCK,530.0,WA,2006,Lightning
HATCH GRADE,8000.0,WA,2006,Equipment Use
GATEWAY LANE,111.0,WA,2006,Equipment Use
PINE WF,75.0,WI,2006,Debris Burning
COTTONWOOD WF,612.0,WI,2006,Debris Burning
CHERRY MOUNTAIN,225.0,AK,2007,Lightning
HORSEFLY WFU,1847.0,AK,2007,Lightning
TOMCOOK SLOUGH,541.0,AK,2007,Lightning
KOYUKUK RIVER,307.0,AK,2007,Lightning
KOTLIK RIVER,71.0,AK,2007,Lightning
SOUTH FORK ARCHUELINGUK,250.0,AK,2007,Lightning
TIK HILL WFU,577.0,AK,2007,Lightning
IZAVIKNEK WFU,230.0,AK,2007,Lightning
KUKA WFU,2399.0,AK,2007,Lightning
NOYUK WFU,2762.0,AK,2007,Lightning
PASTOLIK RIVER,692.0,AK,2007,Lightning
FORTY AND 1/2 CREEK 2007,2225.0,AK,2007,Lightning
HONNUS,162.0,AZ,2007,Campfire
BUENA,1151.0,AZ,2007,Miscellaneous
HELMET,153.0,CA,2007,Miscellaneous
GARCES,500.0,CA,2007,Miscellaneous
DEER CREEK,300.0,CA,2007,Arson
NO NAME 128,500.0,CA,2007,Miscellaneous
HARRIS,90440.0,CA,2007,Campfire
BORADER 25,80.0,CA,2007,Miscellaneous
TID 360,78.2,CA,2007,Debris Burning
UNIT 7,50.9,CO,2007,Lightning
FAKA PITS,475.0,FL,2007,Miscellaneous
DOF#126,341.0,FL,2007,Arson
C-44 CLEARCUT,322.0,FL,2007,Miscellaneous
DOF#133,100.0,FL,2007,Arson
DOF#162,90.0,FL,2007,Miscellaneous
DOF #206 ^8 & MERRITT,3335.0,FL,2007,Miscellaneous
SOUTH 41,95.0,FL,2007,Miscellaneous
DOF 256,18027.0,FL,2007,Lightning
OOMPA,150.0,FL,2007,Lightning
DOF 251,50.0,FL,2007,Miscellaneous
DOF 253,75.0,FL,2007,Miscellaneous
DOF 365,800.0,FL,2007,Lightning
SURPRISE,1238.0,FL,2007,Lightning
SCARED ARMADILLO,5308.0,FL,2007,Lightning
MIDNIGHT SPECIAL,900.0,FL,2007,Lightning
RUBY,384.0,FL,2007,Lightning
CLOSE ENOUGH,200.0,FL,2007,Lightning
VALENTINE,246.0,FL,2007,Miscellaneous
SMOKING MONKEY,320.0,FL,2007,Lightning
THOMS ISLAND,83.0,FL,2007,Lightning
WAX MYRTLE,405.0,FL,2007,Lightning
SMITH ROAD FIRE,53.0,FL,2007,Debris Burning
GIBBS ISLAND FIRE,328.0,FL,2007,Lightning
FAREWELL FIRE,74.0,FL,2007,Lightning
GA-1 (ST.GEORGE),1200.0,GA,2007,Debris Burning
COWHOUSE 07-1,787.0,GA,2007,Arson
GA-7 (MONIAC),850.0,GA,2007,Arson
GA-12 (SWEAT FARM RD.),68361.0,GA,2007,Lightning
BIG TURNAROUND,191474.0,GA,2007,Miscellaneous
GA-14 (NORTH FARGO),2485.0,GA,2007,Lightning
FLOYDS ISLAND PRAIRIE,1954.0,GA,2007,Lightning
BUGABOO ISLAND 07-1,82.0,GA,2007,Lightning
FL-1 (HIGHWAY 6),100.0,FL,2007,Lightning
GA-20 (LITTLE OKEFENOKEE),100.0,GA,2007,Arson
WASSAW NORTH #1,1076.0,GA,2007,Lightning
REUTZEL,50.0,IA,2007,Debris Burning
READING 1,250.0,KS,2007,Miscellaneous
BLACKBIRD LANE 2,223.0,KS,2007,Debris Burning
18TH ROAD,158.5,KS,2007,Debris Burning
FITCH HILL 1,50.0,KS,2007,Debris Burning
BENEDICT CREEK 1,59.0,KS,2007,Debris Burning
BOR,182.0,KS,2007,Miscellaneous
DELMAR HALL,200.0,KS,2007,Campfire
CUMMINGS,60.0,LA,2007,Miscellaneous
BY THE BRIDGE,250.0,MD,2007,Arson
GUINEA ISLAND,550.0,MD,2007,Arson
KELLY,320.0,MD,2007,Debris Burning
JACKSON,400.0,MD,2007,Debris Burning
THOROFARE,350.0,MD,2007,Arson
TYLER,3208.0,MD,2007,Debris Burning
BULL POINT,306.0,MD,2007,Debris Burning
STUMPY,55.1,MD,2007,Debris Burning
SLEEPER LAKE,19800.0,MI,2007,Lightning
FIREBREAK FIRE,152.0,MN,2007,Debris Burning
DORAN LAKE WF,53.0,MN,2007,Miscellaneous
MOORE LAKE WPA,480.0,MN,2007,Miscellaneous
SQUIRREL LAKE,400.0,MN,2007,Lightning
GLACIAL RIDGE 6,125.0,MN,2007,Miscellaneous
FALL FIRE 1,600.0,MN,2007,Miscellaneous
DEMOUEY ROAD,240.0,MS,2007,Debris Burning
NURSERY FIRE,205.4,MS,2007,Arson
GRAND ISLAND,150.0,MT,2007,Campfire
LAST DAY,493.0,MT,2007,Lightning
PICARD,600.0,MT,2007,Miscellaneous
SOUTH KOEHRING SLOPOVER,886.0,NC,2007,Debris Burning
LITTLE FIELDS WILDFIRE,325.0,NC,2007,Debris Burning
INDIAN CREEK FIRE,60.0,NC,2007,Miscellaneous
TUCKER,70.0,NC,2007,Equipment Use
DAVIS WILDFIRE,50.0,NC,2007,Miscellaneous
ROBINSON SUNFLOWER,1008.0,ND,2007,Equipment Use
NORTH ROCK LAKE,373.0,ND,2007,Arson
DEEP VALLEY,105.0,ND,2007,Debris Burning
NJ NJFFS WF ASSIST WARREN GROVE,17050.0,NJ,2007,Arson
MEERS ASSIST,60.0,OK,2007,Miscellaneous
II-5 ESCAPE,168.0,OK,2007,Debris Burning
ECHO,242.0,NV,2007,Lightning
MP151,150.0,OR,2007,Miscellaneous
LITTLE NUN,69.0,PR,2007,Miscellaneous
BOQUERON STATE FOREST,100.0,PR,2007,Miscellaneous
PARGERA COMUNITY,525.0,PR,2007,Miscellaneous
LAS PALMAS,219.0,PR,2007,Miscellaneous
HELL ROAD,205.0,PR,2007,Miscellaneous
THICK SMOKE,125.0,PR,2007,Miscellaneous
BAY VIEW,145.0,PR,2007,Miscellaneous
HORSESHOE,80.0,SC,2007,Debris Burning
WF YELLOW RAIL PRAIRIE 07,797.0,TX,2007,Lightning
EXTRA INNINGS,540.0,TX,2007,Miscellaneous
WF BILL WHITE EASEMENT OP'S,5976.0,TX,2007,Miscellaneous
NO SHELL LAKE,300.0,TX,2007,Lightning
WF CADE ESTATE WEST,100.0,TX,2007,Miscellaneous
