STATE,FIRE_YEAR,STAT_CAUSE_DESCR,COUNT_CAUSES
ND,2005,Fireworks,16
ND,2005,Lightning,26
ND,2005,Miscellaneous,165
ND,2005,Missing/Undefined,9
ND,2005,Powerline,2
ND,2005,Railroad,1
ND,2005,Smoking,7
ND,2005,Structure,4
ND,2006,Arson,688
ND,2006,Campfire,4
ND,2006,Children,31
ND,2006,Debris Burning,52
ND,2006,Equipment Use,47
ND,2006,Fireworks,124
ND,2006,Lightning,49
ND,2006,Miscellaneous,52
ND,2006,Missing/Undefined,4
ND,2006,Powerline,6
ND,2006,Smoking,2
ND,2006,Structure,2
ND,2007,Arson,531
ND,2007,Campfire,4
ND,2007,Children,10
ND,2007,Debris Burning,100
ND,2007,Equipment Use,38
ND,2007,Fireworks,15
ND,2007,Lightning,18
ND,2007,Miscellaneous,144
ND,2007,Missing/Undefined,1
ND,2007,Powerline,1
ND,2007,Railroad,1
ND,2007,Structure,2
ND,2008,Arson,310
ND,2008,Campfire,6
ND,2008,Children,24
ND,2008,Debris Burning,92
ND,2008,Equipment Use,43
ND,2008,Fireworks,57
ND,2008,Lightning,29
ND,2008,Miscellaneous,127
ND,2008,Missing/Undefined,25
ND,2008,Powerline,4
ND,2008,Smoking,2
ND,2008,Structure,4
ND,2009,Arson,244
ND,2009,Campfire,8
ND,2009,Children,4
ND,2009,Debris Burning,38
ND,2009,Equipment Use,20
ND,2009,Fireworks,33
ND,2009,Lightning,8
ND,2009,Miscellaneous,45
ND,2009,Missing/Undefined,7
ND,2009,Powerline,4
ND,2009,Railroad,2
ND,2009,Structure,2
ND,2010,Arson,260
ND,2010,Campfire,6
ND,2010,Children,7
ND,2010,Debris Burning,43
ND,2010,Equipment Use,16
ND,2010,Fireworks,39
ND,2010,Lightning,7
ND,2010,Miscellaneous,49
ND,2010,Missing/Undefined,2
ND,2010,Powerline,2
ND,2010,Railroad,1
ND,2010,Structure,3
ND,2011,Arson,175
ND,2011,Campfire,5
ND,2011,Children,7
ND,2011,Debris Burning,27
ND,2011,Equipment Use,29
ND,2011,Fireworks,15
ND,2011,Lightning,17
ND,2011,Miscellaneous,78
ND,2011,Missing/Undefined,5
ND,2011,Powerline,4
ND,2011,Railroad,5
ND,2011,Structure,6
ND,2012,Arson,507
ND,2012,Campfire,9
ND,2012,Children,21
ND,2012,Debris Burning,100
ND,2012,Equipment Use,85
ND,2012,Fireworks,81
ND,2012,Lightning,22
ND,2012,Miscellaneous,227
ND,2012,Missing/Undefined,22
ND,2012,Powerline,3
ND,2012,Railroad,7
ND,2012,Smoking,11
ND,2012,Structure,3
ND,2013,Arson,261
ND,2013,Campfire,1
ND,2013,Children,6
ND,2013,Debris Burning,73
ND,2013,Equipment Use,44
ND,2013,Fireworks,38
ND,2013,Lightning,10
ND,2013,Miscellaneous,73
ND,2013,Missing/Undefined,16
ND,2013,Powerline,8
ND,2013,Railroad,2
ND,2013,Smoking,2
ND,2013,Structure,7
ND,2014,Arson,323
ND,2014,Campfire,1
ND,2014,Children,9
ND,2014,Debris Burning,41
ND,2014,Equipment Use,21
ND,2014,Fireworks,21
ND,2014,Lightning,9
ND,2014,Miscellaneous,75
ND,2014,Missing/Undefined,6
ND,2014,Railroad,1
ND,2014,Structure,3
ND,2015,Arson,418
ND,2015,Campfire,13
ND,2015,Children,8
ND,2015,Debris Burning,184
ND,2015,Equipment Use,100
ND,2015,Fireworks,28
ND,2015,Lightning,27
ND,2015,Miscellaneous,159
ND,2015,Missing/Undefined,4
ND,2015,Powerline,14
ND,2015,Railroad,15
ND,2015,Smoking,18
ND,2015,Structure,15
NE,1992,Arson,2
NE,1992,Campfire,1
NE,1992,Children,1
NE,1992,Debris Burning,8
NE,1992,Equipment Use,4
NE,1992,Lightning,6
NE,1992,Smoking,3
NE,1993,Campfire,2
NE,1993,Debris Burning,3
NE,1993,Equipment Use,2
NE,1993,Lightning,7
NE,1993,Smoking,3
NE,1994,Arson,1
NE,1994,Campfire,2
NE,1994,Children,6
NE,1994,Debris Burning,9
NE,1994,Equipment Use,5
NE,1994,Lightning,36
NE,1994,Missing/Undefined,2
NE,1994,Railroad,1
NE,1994,Smoking,18
NE,1995,Arson,3
NE,1995,Children,2
NE,1995,Debris Burning,6
NE,1995,Equipment Use,2
NE,1995,Lightning,31
NE,1995,Miscellaneous,3
NE,1995,Missing/Undefined,4
NE,1995,Smoking,5
NE,1996,Arson,2
NE,1996,Campfire,1
NE,1996,Children,1
NE,1996,Debris Burning,16
NE,1996,Equipment Use,1
NE,1996,Lightning,19
NE,1996,Miscellaneous,4
NE,1996,Missing/Undefined,1
NE,1996,Smoking,14
NE,1997,Campfire,1
NE,1997,Children,3
NE,1997,Debris Burning,4
NE,1997,Equipment Use,9
NE,1997,Fireworks,1
NE,1997,Lightning,26
NE,1997,Miscellaneous,3
NE,1997,Missing/Undefined,2
NE,1997,Smoking,8
NE,1998,Campfire,1
NE,1998,Children,3
NE,1998,Debris Burning,5
NE,1998,Equipment Use,1
NE,1998,Lightning,20
NE,1998,Miscellaneous,3
NE,1998,Missing/Undefined,1
NE,1998,Smoking,9
NE,1999,Arson,2
NE,1999,Children,2
NE,1999,Debris Burning,14
NE,1999,Equipment Use,10
NE,1999,Lightning,18
NE,1999,Miscellaneous,2
NE,1999,Missing/Undefined,7
NE,1999,Smoking,20
NE,2000,Arson,7
NE,2000,Campfire,3
NE,2000,Children,1
NE,2000,Debris Burning,7
NE,2000,Equipment Use,11
NE,2000,Lightning,56
NE,2000,Miscellaneous,5
NE,2000,Powerline,2
NE,2000,Railroad,3
NE,2000,Smoking,19
NE,2001,Arson,1
NE,2001,Campfire,1
NE,2001,Debris Burning,19
NE,2001,Equipment Use,11
NE,2001,Lightning,22
NE,2001,Miscellaneous,10
NE,2001,Powerline,1
NE,2001,Railroad,5
NE,2001,Smoking,7
NE,2002,Arson,1
NE,2002,Campfire,9
NE,2002,Debris Burning,24
NE,2002,Equipment Use,8
NE,2002,Fireworks,24
NE,2002,Lightning,47
NE,2002,Miscellaneous,12
NE,2002,Powerline,1
NE,2002,Railroad,3
NE,2002,Smoking,54
NE,2003,Arson,5
NE,2003,Campfire,1
NE,2003,Children,1
NE,2003,Debris Burning,32
NE,2003,Equipment Use,14
NE,2003,Fireworks,1
NE,2003,Lightning,29
NE,2003,Miscellaneous,67
NE,2003,Powerline,4
NE,2003,Railroad,4
NE,2003,Smoking,3
NE,2004,Arson,2
NE,2004,Campfire,1
NE,2004,Debris Burning,24
NE,2004,Equipment Use,18
NE,2004,Lightning,24
NE,2004,Miscellaneous,97
NE,2004,Powerline,1
NE,2004,Railroad,1
NE,2004,Smoking,1
NE,2005,Arson,65
NE,2005,Campfire,1
NE,2005,Children,2
NE,2005,Debris Burning,44
NE,2005,Equipment Use,21
NE,2005,Fireworks,1
NE,2005,Lightning,16
NE,2005,Miscellaneous,24
NE,2005,Powerline,2
NE,2005,Smoking,1
NE,2006,Arson,28
NE,2006,Campfire,1
NE,2006,Debris Burning,16
NE,2006,Equipment Use,15
NE,2006,Fireworks,2
NE,2006,Lightning,32
NE,2006,Miscellaneous,23
NE,2006,Powerline,3
NE,2006,Railroad,2
NE,2007,Arson,34
NE,2007,Campfire,12
NE,2007,Children,3
NE,2007,Debris Burning,224
NE,2007,Equipment Use,129
NE,2007,Lightning,123
NE,2007,Miscellaneous,222
NE,2007,Railroad,51
NE,2007,Smoking,24
NE,2008,Arson,15
NE,2008,Campfire,19
NE,2008,Children,7
NE,2008,Debris Burning,243
NE,2008,Equipment Use,86
NE,2008,Fireworks,1
NE,2008,Lightning,59
NE,2008,Miscellaneous,126
NE,2008,Missing/Undefined,1
NE,2008,Railroad,34
NE,2008,Smoking,20
NE,2009,Arson,24
NE,2009,Campfire,8
NE,2009,Children,19
NE,2009,Debris Burning,340
NE,2009,Equipment Use,96
NE,2009,Fireworks,10
NE,2009,Lightning,35
NE,2009,Miscellaneous,109
NE,2009,Powerline,32
NE,2009,Railroad,20
NE,2009,Smoking,22
NE,2010,Arson,17
NE,2010,Campfire,18
NE,2010,Children,2
NE,2010,Debris Burning,213
NE,2010,Equipment Use,148
NE,2010,Fireworks,8
NE,2010,Lightning,35
NE,2010,Miscellaneous,106
NE,2010,Powerline,38
NE,2010,Railroad,16
NE,2010,Smoking,9
NE,2011,Arson,26
NE,2011,Campfire,16
NE,2011,Children,30
NE,2011,Debris Burning,292
NE,2011,Equipment Use,177
NE,2011,Fireworks,15
NE,2011,Lightning,39
NE,2011,Miscellaneous,127
NE,2011,Missing/Undefined,1
NE,2011,Powerline,55
NE,2011,Railroad,41
NE,2011,Smoking,13
NE,2012,Arson,41
NE,2012,Campfire,31
NE,2012,Children,15
NE,2012,Debris Burning,319
NE,2012,Equipment Use,213
NE,2012,Fireworks,57
NE,2012,Lightning,247
NE,2012,Miscellaneous,218
NE,2012,Missing/Undefined,3
NE,2012,Railroad,39
NE,2012,Smoking,40
NE,2013,Arson,8
NE,2013,Campfire,4
NE,2013,Children,3
NE,2013,Debris Burning,179
NE,2013,Equipment Use,70
NE,2013,Fireworks,17
NE,2013,Lightning,38
NE,2013,Miscellaneous,58
NE,2013,Powerline,17
NE,2013,Railroad,22
NE,2013,Smoking,7
NE,2014,Arson,20
NE,2014,Campfire,17
NE,2014,Children,17
NE,2014,Debris Burning,294
NE,2014,Equipment Use,115
NE,2014,Fireworks,19
NE,2014,Lightning,44
NE,2014,Miscellaneous,107
NE,2014,Missing/Undefined,1
NE,2014,Powerline,56
NE,2014,Railroad,23
NE,2014,Smoking,10
NE,2015,Arson,17
NE,2015,Campfire,15
NE,2015,Children,33
NE,2015,Debris Burning,218
NE,2015,Equipment Use,125
NE,2015,Fireworks,10
NE,2015,Lightning,21
NE,2015,Miscellaneous,98
NE,2015,Missing/Undefined,2
NE,2015,Powerline,36
NE,2015,Railroad,13
NE,2015,Smoking,11
NH,1992,Arson,7
NH,1992,Campfire,2
NH,1992,Children,21
NH,1992,Debris Burning,31
NH,1992,Equipment Use,4
NH,1992,Miscellaneous,28
NH,1992,Railroad,1
NH,1992,Smoking,13
NH,1993,Arson,10
NH,1993,Campfire,30
NH,1993,Children,25
NH,1993,Debris Burning,22
NH,1993,Equipment Use,2
NH,1993,Lightning,2
NH,1993,Miscellaneous,30
NH,1993,Railroad,5
NH,1993,Smoking,16
NH,1994,Arson,10
NH,1994,Campfire,17
NH,1994,Children,19
NH,1994,Debris Burning,23
NH,1994,Equipment Use,5
NH,1994,Lightning,2
NH,1994,Miscellaneous,36
NH,1994,Railroad,5
NH,1994,Smoking,16
NH,1995,Arson,9
NH,1995,Campfire,28
NH,1995,Children,46
NH,1995,Debris Burning,31
NH,1995,Equipment Use,6
NH,1995,Lightning,10
NH,1995,Miscellaneous,48
NH,1995,Railroad,3
NH,1995,Smoking,14
NH,1996,Arson,4
NH,1996,Campfire,14
NH,1996,Children,12
NH,1996,Debris Burning,13
NH,1996,Equipment Use,1
NH,1996,Lightning,7
NH,1996,Miscellaneous,18
NH,1996,Railroad,3
NH,1996,Smoking,11
NH,1997,Arson,4
NH,1997,Campfire,11
NH,1997,Children,8
NH,1997,Debris Burning,23
NH,1997,Equipment Use,3
NH,1997,Lightning,4
NH,1997,Miscellaneous,26
NH,1997,Smoking,6
NH,1998,Arson,6
NH,1998,Campfire,13
NH,1998,Children,32
NH,1998,Debris Burning,25
NH,1998,Equipment Use,12
NH,1998,Lightning,8
NH,1998,Miscellaneous,48
NH,1998,Powerline,3
NH,1998,Railroad,5
NH,1998,Smoking,19
NH,1999,Campfire,3
NH,1999,Lightning,1
NH,1999,Miscellaneous,1
NH,2000,Arson,6
NH,2000,Campfire,6
NH,2000,Children,5
NH,2000,Debris Burning,25
NH,2000,Equipment Use,3
NH,2000,Lightning,3
NH,2000,Miscellaneous,33
NH,2000,Powerline,1
NH,2000,Railroad,2
NH,2000,Smoking,2
NH,2000,Structure,1
NH,2001,Arson,4
NH,2001,Campfire,15
NH,2001,Children,20
NH,2001,Debris Burning,20
NH,2001,Equipment Use,7
NH,2001,Fireworks,1
NH,2001,Lightning,4
NH,2001,Miscellaneous,40
NH,2001,Powerline,3
NH,2001,Smoking,7
NH,2001,Structure,3
NH,2002,Arson,19
NH,2002,Campfire,17
NH,2002,Children,7
NH,2002,Debris Burning,18
NH,2002,Lightning,15
NH,2002,Miscellaneous,39
NH,2002,Smoking,1
NH,2003,Arson,1
NH,2003,Campfire,4
NH,2003,Children,3
NH,2003,Debris Burning,18
NH,2003,Equipment Use,3
NH,2003,Lightning,2
NH,2003,Miscellaneous,22
NH,2003,Railroad,1
NH,2003,Smoking,2
NH,2004,Arson,3
NH,2004,Campfire,2
NH,2004,Children,2
NH,2004,Debris Burning,22
NH,2004,Equipment Use,2
NH,2004,Lightning,1
NH,2004,Miscellaneous,33
NH,2004,Powerline,1
NH,2004,Smoking,4
NH,2005,Campfire,4
NH,2005,Children,10
NH,2005,Debris Burning,43
NH,2005,Equipment Use,4
NH,2005,Miscellaneous,21
NH,2005,Smoking,6
NH,2006,Arson,4
NH,2006,Campfire,6
NH,2006,Children,8
NH,2006,Debris Burning,36
NH,2006,Equipment Use,1
NH,2006,Miscellaneous,43
NH,2006,Railroad,2
NH,2006,Smoking,11
NH,2007,Arson,3
NH,2007,Campfire,9
NH,2007,Children,11
NH,2007,Debris Burning,22
NH,2007,Equipment Use,1
NH,2007,Lightning,4
NH,2007,Miscellaneous,29
NH,2007,Railroad,4
NH,2007,Smoking,12
NH,2008,Campfire,7
NH,2008,Children,9
NH,2008,Debris Burning,18
NH,2008,Equipment Use,2
NH,2008,Lightning,6
NH,2008,Miscellaneous,50
NH,2008,Railroad,2
NH,2008,Smoking,8
NH,2009,Arson,1
NH,2009,Campfire,3
NH,2009,Children,5
NH,2009,Debris Burning,18
NH,2009,Equipment Use,5
NH,2009,Miscellaneous,28
NH,2009,Powerline,1
NH,2009,Railroad,1
NH,2009,Smoking,6
NH,2010,Arson,3
NH,2010,Campfire,8
NH,2010,Children,3
NH,2010,Debris Burning,35
NH,2010,Equipment Use,5
NH,2010,Lightning,3
NH,2010,Miscellaneous,36
NH,2010,Railroad,1
NH,2010,Smoking,4
NH,2011,Campfire,1
NH,2011,Miscellaneous,2
NH,2011,Railroad,1
NH,2012,Arson,4
NH,2012,Campfire,5
NH,2012,Children,4
NH,2012,Debris Burning,10
NH,2012,Equipment Use,3
NH,2012,Lightning,6
NH,2012,Miscellaneous,57
NH,2012,Smoking,11
NH,2013,Arson,2
NH,2013,Campfire,9
NH,2013,Children,1
NH,2013,Debris Burning,51
NH,2013,Equipment Use,3
NH,2013,Fireworks,1
NH,2013,Miscellaneous,66
NH,2013,Powerline,5
NH,2013,Smoking,9
NH,2014,Arson,2
NH,2014,Campfire,13
NH,2014,Children,2
NH,2014,Debris Burning,51
NH,2014,Equipment Use,5
NH,2014,Fireworks,1
NH,2014,Lightning,1
NH,2014,Miscellaneous,32
NH,2014,Powerline,11
NH,2014,Smoking,7
NH,2015,Arson,4
NH,2015,Campfire,18
NH,2015,Children,3
NH,2015,Debris Burning,52
NH,2015,Equipment Use,6
NH,2015,Fireworks,1
NH,2015,Lightning,3
NH,2015,Miscellaneous,36
NH,2015,Powerline,4
NH,2015,Smoking,12
NH,2015,Structure,1
NJ,1992,Arson,663
NJ,1992,Campfire,36
NJ,1992,Children,221
NJ,1992,Debris Burning,67
NJ,1992,Equipment Use,46
NJ,1992,Lightning,4
NJ,1992,Miscellaneous,194
NJ,1992,Railroad,11
NJ,1992,Smoking,83
NJ,1993,Arson,345
NJ,1993,Campfire,39
NJ,1993,Children,117
NJ,1993,Debris Burning,36
NJ,1993,Equipment Use,37
NJ,1993,Lightning,8
NJ,1993,Miscellaneous,163
NJ,1993,Powerline,1
NJ,1993,Railroad,25
NJ,1993,Smoking,71
NJ,1994,Arson,555
NJ,1994,Campfire,56
NJ,1994,Children,278
NJ,1994,Debris Burning,56
NJ,1994,Equipment Use,51
NJ,1994,Lightning,8
NJ,1994,Miscellaneous,185
NJ,1994,Railroad,56
NJ,1994,Smoking,81
NJ,1995,Arson,778
NJ,1995,Campfire,97
NJ,1995,Children,325
NJ,1995,Debris Burning,56
NJ,1995,Equipment Use,67
NJ,1995,Lightning,8
NJ,1995,Miscellaneous,327
NJ,1995,Missing/Undefined,1
NJ,1995,Railroad,44
NJ,1995,Smoking,114
NJ,1996,Arson,347
NJ,1996,Campfire,26
NJ,1996,Children,138
NJ,1996,Debris Burning,28
NJ,1996,Equipment Use,50
NJ,1996,Lightning,2
NJ,1996,Miscellaneous,121
NJ,1996,Missing/Undefined,1
NJ,1996,Railroad,15
NJ,1996,Smoking,40
NJ,1997,Arson,512
NJ,1997,Campfire,35
NJ,1997,Children,228
NJ,1997,Debris Burning,50
NJ,1997,Equipment Use,88
NJ,1997,Lightning,23
NJ,1997,Miscellaneous,229
NJ,1997,Missing/Undefined,9
NJ,1997,Powerline,1
NJ,1997,Railroad,79
NJ,1997,Smoking,129
NJ,1998,Arson,464
NJ,1998,Campfire,69
NJ,1998,Children,234
NJ,1998,Debris Burning,51
NJ,1998,Equipment Use,75
NJ,1998,Lightning,10
NJ,1998,Miscellaneous,287
NJ,1998,Railroad,28
NJ,1998,Smoking,94
NJ,1999,Arson,598
NJ,1999,Campfire,74
NJ,1999,Children,255
NJ,1999,Debris Burning,68
NJ,1999,Equipment Use,137
NJ,1999,Lightning,20
NJ,1999,Miscellaneous,351
NJ,1999,Missing/Undefined,2
NJ,1999,Powerline,1
NJ,1999,Railroad,60
NJ,1999,Smoking,192
NJ,2000,Arson,385
NJ,2000,Campfire,42
NJ,2000,Children,158
NJ,2000,Debris Burning,47
NJ,2000,Equipment Use,57
NJ,2000,Lightning,10
NJ,2000,Miscellaneous,173
NJ,2000,Railroad,42
NJ,2000,Smoking,58
NJ,2001,Arson,632
NJ,2001,Campfire,82
NJ,2001,Children,258
NJ,2001,Debris Burning,46
NJ,2001,Equipment Use,124
NJ,2001,Lightning,8
NJ,2001,Miscellaneous,274
NJ,2001,Missing/Undefined,3
NJ,2001,Railroad,17
NJ,2001,Smoking,127
NJ,2002,Arson,571
NJ,2002,Campfire,57
NJ,2002,Children,173
NJ,2002,Debris Burning,29
NJ,2002,Equipment Use,169
NJ,2002,Lightning,27
NJ,2002,Miscellaneous,219
NJ,2002,Missing/Undefined,5
NJ,2002,Railroad,46
NJ,2002,Smoking,123
NJ,2003,Arson,228
NJ,2003,Campfire,37
NJ,2003,Children,150
NJ,2003,Debris Burning,19
NJ,2003,Equipment Use,76
NJ,2003,Lightning,2
NJ,2003,Miscellaneous,98
NJ,2003,Missing/Undefined,1
NJ,2003,Powerline,1
NJ,2003,Railroad,6
NJ,2003,Smoking,56
NJ,2004,Arson,238
NJ,2004,Campfire,44
NJ,2004,Children,166
NJ,2004,Debris Burning,30
NJ,2004,Equipment Use,92
NJ,2004,Lightning,3
NJ,2004,Miscellaneous,152
NJ,2004,Missing/Undefined,1
NJ,2004,Railroad,34
NJ,2004,Smoking,59
NJ,2005,Arson,202
NJ,2005,Campfire,60
NJ,2005,Children,189
NJ,2005,Debris Burning,44
NJ,2005,Equipment Use,137
NJ,2005,Lightning,5
NJ,2005,Miscellaneous,261
NJ,2005,Railroad,21
NJ,2005,Smoking,77
NJ,2006,Arson,333
NJ,2006,Campfire,64
NJ,2006,Children,233
NJ,2006,Debris Burning,51
NJ,2006,Equipment Use,142
NJ,2006,Lightning,5
NJ,2006,Miscellaneous,396
NJ,2006,Railroad,18
NJ,2006,Smoking,110
NJ,2007,Arson,307
NJ,2007,Campfire,83
NJ,2007,Children,188
NJ,2007,Debris Burning,38
NJ,2007,Equipment Use,109
NJ,2007,Lightning,12
NJ,2007,Miscellaneous,253
NJ,2007,Missing/Undefined,1
NJ,2007,Railroad,34
NJ,2007,Smoking,72
NJ,2008,Arson,283
NJ,2008,Campfire,78
NJ,2008,Children,206
NJ,2008,Debris Burning,37
NJ,2008,Equipment Use,147
NJ,2008,Lightning,12
NJ,2008,Miscellaneous,276
NJ,2008,Railroad,26
NJ,2008,Smoking,87
NJ,2009,Arson,120
NJ,2009,Campfire,50
NJ,2009,Children,95
NJ,2009,Debris Burning,15
NJ,2009,Equipment Use,41
NJ,2009,Fireworks,14
NJ,2009,Lightning,2
NJ,2009,Miscellaneous,161
NJ,2009,Powerline,52
NJ,2009,Railroad,11
NJ,2009,Smoking,48
NJ,2009,Structure,5
NJ,2010,Arson,189
NJ,2010,Campfire,78
NJ,2010,Children,170
NJ,2010,Debris Burning,19
NJ,2010,Equipment Use,139
NJ,2010,Fireworks,44
NJ,2010,Lightning,6
NJ,2010,Miscellaneous,261
NJ,2010,Missing/Undefined,4
NJ,2010,Powerline,2
NJ,2010,Railroad,18
NJ,2010,Smoking,80
NJ,2011,Arson,81
NJ,2011,Campfire,16
NJ,2011,Children,31
NJ,2011,Debris Burning,5
NJ,2011,Equipment Use,23
NJ,2011,Lightning,4
NJ,2011,Miscellaneous,64
NJ,2011,Railroad,17
NJ,2011,Smoking,31
NJ,2012,Arson,152
NJ,2012,Campfire,84
NJ,2012,Children,135
NJ,2012,Debris Burning,42
NJ,2012,Equipment Use,143
NJ,2012,Lightning,11
NJ,2012,Miscellaneous,333
NJ,2012,Missing/Undefined,11
NJ,2012,Railroad,25
NJ,2012,Smoking,92
NJ,2012,Structure,1
NJ,2013,Arson,133
NJ,2013,Campfire,70
NJ,2013,Children,101
NJ,2013,Debris Burning,33
NJ,2013,Equipment Use,124
NJ,2013,Lightning,3
NJ,2013,Miscellaneous,286
NJ,2013,Railroad,31
NJ,2013,Smoking,91
NJ,2014,Arson,119
NJ,2014,Campfire,60
NJ,2014,Children,73
NJ,2014,Debris Burning,38
NJ,2014,Equipment Use,129
NJ,2014,Lightning,5
NJ,2014,Miscellaneous,266
NJ,2014,Missing/Undefined,6
NJ,2014,Railroad,34
NJ,2014,Smoking,69
NJ,2015,Arson,80
NJ,2015,Campfire,65
NJ,2015,Children,70
NJ,2015,Debris Burning,44
NJ,2015,Equipment Use,147
NJ,2015,Lightning,10
NJ,2015,Miscellaneous,239
NJ,2015,Missing/Undefined,1
NJ,2015,Railroad,5
NJ,2015,Smoking,109
NM,1992,Arson,79
NM,1992,Campfire,67
NM,1992,Children,20
NM,1992,Debris Burning,152
NM,1992,Equipment Use,21
NM,1992,Fireworks,5
NM,1992,Lightning,420
NM,1992,Miscellaneous,42
NM,1992,Missing/Undefined,123
NM,1992,Powerline,2
NM,1992,Railroad,5
NM,1992,Smoking,39
NM,1992,Structure,2
NM,1993,Arson,101
NM,1993,Campfire,132
NM,1993,Children,23
NM,1993,Debris Burning,141
NM,1993,Equipment Use,18
NM,1993,Fireworks,13
NM,1993,Lightning,688
NM,1993,Miscellaneous,73
NM,1993,Missing/Undefined,565
NM,1993,Powerline,8
NM,1993,Railroad,5
NM,1993,Smoking,41
NM,1993,Structure,1
NM,1994,Arson,32
NM,1994,Campfire,100
NM,1994,Children,20
NM,1994,Debris Burning,120
NM,1994,Equipment Use,26
NM,1994,Fireworks,20
NM,1994,Lightning,1125
NM,1994,Miscellaneous,91
NM,1994,Missing/Undefined,1076
NM,1994,Powerline,2
NM,1994,Railroad,3
NM,1994,Smoking,47
NM,1994,Structure,6
NM,1995,Arson,31
NM,1995,Campfire,140
NM,1995,Children,24
NM,1995,Debris Burning,188
NM,1995,Equipment Use,23
NM,1995,Fireworks,12
NM,1995,Lightning,537
NM,1995,Miscellaneous,94
NM,1995,Missing/Undefined,559
NM,1995,Powerline,5
NM,1995,Railroad,3
NM,1995,Smoking,48
NM,1995,Structure,1
NM,1996,Arson,39
NM,1996,Campfire,79
NM,1996,Children,15
NM,1996,Debris Burning,184
NM,1996,Equipment Use,14
NM,1996,Lightning,790
NM,1996,Miscellaneous,112
NM,1996,Missing/Undefined,823
NM,1996,Railroad,4
NM,1996,Smoking,38
NM,1996,Structure,3
NM,1997,Arson,39
NM,1997,Campfire,102
NM,1997,Children,14
NM,1997,Debris Burning,113
NM,1997,Equipment Use,12
NM,1997,Fireworks,9
NM,1997,Lightning,504
NM,1997,Miscellaneous,35
NM,1997,Missing/Undefined,528
NM,1997,Powerline,2
NM,1997,Railroad,3
NM,1997,Smoking,18
NM,1997,Structure,1
NM,1998,Arson,23
NM,1998,Campfire,118
NM,1998,Children,21
NM,1998,Debris Burning,144
NM,1998,Equipment Use,13
NM,1998,Fireworks,14
NM,1998,Lightning,350
NM,1998,Miscellaneous,71
NM,1998,Missing/Undefined,495
NM,1998,Powerline,2
NM,1998,Railroad,2
NM,1998,Smoking,40
NM,1998,Structure,1
NM,1999,Arson,36
NM,1999,Campfire,57
NM,1999,Children,18
NM,1999,Debris Burning,152
NM,1999,Equipment Use,45
NM,1999,Fireworks,8
NM,1999,Lightning,473
NM,1999,Miscellaneous,96
NM,1999,Missing/Undefined,303
NM,1999,Powerline,7
NM,1999,Railroad,2
NM,1999,Smoking,32
NM,1999,Structure,2
NM,2000,Arson,88
NM,2000,Campfire,74
NM,2000,Children,43
NM,2000,Debris Burning,326
NM,2000,Equipment Use,94
NM,2000,Fireworks,4
NM,2000,Lightning,1603
NM,2000,Miscellaneous,421
NM,2000,Missing/Undefined,22
NM,2000,Powerline,7
NM,2000,Railroad,37
NM,2000,Smoking,73
NM,2000,Structure,2
NM,2001,Arson,56
NM,2001,Campfire,67
NM,2001,Children,28
NM,2001,Debris Burning,171
NM,2001,Equipment Use,46
NM,2001,Fireworks,7
NM,2001,Lightning,1047
NM,2001,Miscellaneous,231
NM,2001,Missing/Undefined,6
NM,2001,Railroad,10
NM,2001,Smoking,29
NM,2001,Structure,3
NM,2002,Arson,64
NM,2002,Campfire,77
NM,2002,Children,22
NM,2002,Debris Burning,296
NM,2002,Equipment Use,60
NM,2002,Fireworks,7
NM,2002,Lightning,1182
NM,2002,Miscellaneous,277
NM,2002,Missing/Undefined,30
NM,2002,Powerline,2
NM,2002,Railroad,18
NM,2002,Smoking,42
NM,2003,Arson,52
NM,2003,Campfire,49
NM,2003,Children,16
NM,2003,Debris Burning,141
NM,2003,Equipment Use,37
NM,2003,Fireworks,11
NM,2003,Lightning,1370
NM,2003,Miscellaneous,216
NM,2003,Missing/Undefined,18
NM,2003,Powerline,4
NM,2003,Railroad,9
NM,2003,Smoking,45
NM,2003,Structure,1
NM,2004,Arson,37
NM,2004,Campfire,50
NM,2004,Children,22
NM,2004,Debris Burning,131
NM,2004,Equipment Use,27
NM,2004,Fireworks,7
NM,2004,Lightning,782
NM,2004,Miscellaneous,133
NM,2004,Missing/Undefined,5
NM,2004,Powerline,3
NM,2004,Railroad,6
NM,2004,Smoking,26
NM,2005,Arson,83
NM,2005,Campfire,73
NM,2005,Children,30
NM,2005,Debris Burning,145
NM,2005,Equipment Use,41
NM,2005,Fireworks,15
NM,2005,Lightning,849
NM,2005,Miscellaneous,302
NM,2005,Missing/Undefined,10
NM,2005,Powerline,1
NM,2005,Railroad,2
NM,2005,Smoking,31
NM,2006,Arson,102
NM,2006,Campfire,54
NM,2006,Children,23
NM,2006,Debris Burning,208
NM,2006,Equipment Use,53
NM,2006,Lightning,1060
NM,2006,Miscellaneous,417
NM,2006,Missing/Undefined,18
NM,2006,Powerline,4
NM,2006,Railroad,5
NM,2006,Smoking,52
NM,2007,Arson,75
NM,2007,Campfire,45
NM,2007,Children,11
NM,2007,Debris Burning,147
NM,2007,Equipment Use,95
NM,2007,Fireworks,10
NM,2007,Lightning,781
NM,2007,Miscellaneous,127
NM,2007,Missing/Undefined,89
NM,2007,Powerline,3
NM,2007,Railroad,8
NM,2007,Smoking,37
NM,2008,Arson,57
NM,2008,Campfire,46
NM,2008,Children,15
NM,2008,Debris Burning,115
NM,2008,Equipment Use,12
NM,2008,Fireworks,7
